name,dlc,featureflag,model,projectile,air projectile,spawn,scale,width,sound,offset,charge effect,fire effect,fire effect AA,ignition effect,target hit,soft hit,hard hit,water hit,// target armor,// damage,// DPS,attack,anti armor,anti granite,anti air,shock,blast,timer,burst,delay,range,extended,min range,accuracy,speed,initialSpeed,timeUntilFullSpeed,charge,cooldown,timeBetweenAttacks,shake,fire strategy,targeting,cone,homing,invalid,valid,damageType,traits,pinning strategy,overheat,onSoldierHit,poison,allianceSwitch,mindControl,timelineShot,burstOffsets,notification
Plant_Spitter_Shot,jungle,,/,Spitter_Spit,Needler_Shot,,,,ATT_SPITTER,,,Spikes_Burst,,,Spit_Impact,Spit_Impact,,Water_Splash_Small,,3,#REF!,5,40,40,20,20,6,,/,/,20,,,max: 1,50,,,2,0.5,3.5,/,turret,fovweighted,,,solid; extinguishable,,hidden,spreadFire,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire_Mine_Projectile,jungle,,/,Sensor_Flare,,,1,/,Rifle_Grenade,,,Grenade_Launcher,,,,Sensor_Activate,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,,,/,/,,/,/,35,,/,/,20,,,,/,2.6,/,,,,,/,,,indirectFire,,,onHit: None,,,,,,
Fire_Mine_Jungle_Explosion,jungle,,/,/,,,1,,,,,/,,,,Grenade_Explosion_Concussive,,,,,,250,100,,,50,7,,/,/,5,,,,,,,,/,0.5,20,,,,,solid; extinguishable,,scorching,unaimed;indirectFire;detonateOnSource;noModifierBonus;onFireKillUnit;friendlyFire;noBlastReduction,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnivore_Claws,jungle,,/,/,,,,,Claw,,,,,,,,,/,,12,#REF!,30,30,30,,50,,,/,/,/,,/,,,,,0.75,0.75,1.5,/,,,,,extinguishable; meleeImmune,,,,,,,,,,,,
Herbivore_Claws,jungle,,/,,,,3,,ATT_GRENDR,,,Plasma_Burst_Small,,,Plasma_Explosion_Small,Plasma_Explosion_Small,,Water_Splash_Large,,20,#REF!,100,20,10,,400,2.5,,/,/,250,,16,min: 1; max: 2,15,,,1.5,1.33,10.5,50,,,,,extinguishable; minion,,,friendlyFire;spreadFire;indirectFire; noBlastReduction,,,onHit: None,,,,,,
Jungle_Mind_Control_Shot,jungle,,/,Bug_Control_Device_Projectile,,,1.2,,Dart_Gun_Shot,,,,,,Autocannon_Hit,,,Water_Splash_Tiny,,120,#REF!,/,/,,,200,,,/,/,999,,,/,60,20,0.2,1,1,2,10,,,,,solid; massive; extinguishable,,,indirectFire;forceStun;longStun;noModifierBonus,,,onHit: DetonateOnTargetOnly,,,valid: (attribute: mindControllable); range: 35; leash: (leashRadius: 30; hysteresis: 5),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// FLEET DLC,,FleetDLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marines_Burst,base,FleetDLC,/,Tracer,Tracer,,1,/,burstStart: Carbine,,,Muzzle_Flash_4,,,,Bullet_Impact_Dust,Bullet_Impact_Hard,Water_Splash_Tiny,,1.4,#REF!,7,20,,3,2,,,2,0.3,35,10,/,max: 8,78,,,0.2,0.2,0.9,/,,,,,#REF!,,,burstEffect;spreadFire,,,,,,,,,
Marines_Shotgun,base,FleetDLC,/,Invisible,,,1,2,Frag_Gun_Direct,,,Frag_Shot,,,,,,/,,10,50,10,60,50,,70,,,/,/,8,3,,,100,,,0.4,0.4,6.4,/,,,,,solid; extinguishable,,scorching,spreadFire;constantFireRate;forceStun,,,onHit: None,,,,,,
MANPAD_Shot,base,FleetDLC,/,Rocket,Rocket,,2,,Missile,,,Recoilless_Rifle_Shot,,,Flak_Explosion,Flak_Explosion,,Water_Splash_Small,,36,#REF!,60,40,10,100,,5,,/,/,40,,4,max: 1,50,,,0.8,0.2,1.8,/,,,,200,solid; extinguishable,,,spreadFire;constantFireRate,,,,,,,,,
TAC_Missile_Strafe,base,FleetDLC,/,/,,,1,,/,,,Laser_Green_Flash,,,Bullet_Impact_Hard,Bullet_Impact_Hard,Bullet_Impact_Hard,Bullet_Impact_Hard,,#VALUE!,#VALUE!,/,/,/,,/,/,,/,/,40,,4,/,/,,,,/,3.5,5,,,,,solid; extinguishable,,,unaimed;constantFireRate;noModifierBonus;spreadFire,,,,,,,timeline: tac_strafe_missiles; rotation: 45; swapRotationAfterShot: true,,
TAC_Missile_Projectile,base,FleetDLC,/,Gunship_Rocket,,,1.5,,Missile,,,/,,,,Mjolnir_Explosion,,Water_Splash_Large,,150,#REF!,150,100,20,,80,2,,/,/,100,,,/,200,,,,/,4,5,,,,,solid; extinguishable,,,unaimed;forceStun;indirectFire; noModifierBonus;noBlastReduction,,,onHit: None,,,,,,
TAC_Minigun_Strafe,base,FleetDLC,/,/,,,1,,/,,,Laser_Green_Flash,,,Bullet_Impact_Hard,Bullet_Impact_Hard,Bullet_Impact_Hard,Bullet_Impact_Hard,,#VALUE!,#VALUE!,/,/,/,,/,/,,/,/,40,,4,/,/,,,,/,3.5,5,,,,,solid; extinguishable,,,unaimed;constantFireRate;noModifierBonus;spreadFire,,,,,,,timeline: tac_strafe_minigun; rotation: 45; swapRotationAfterShot: true,,
TAC_Minigun_Projectile,base,FleetDLC,/,Tracer,,,1.5,,Hover_HMG_Burst,,,/,,,,Bullet_Impact_Dust_Heavy,Bullet_Impact_Dust_Heavy,Water_Splash_Large,,35,#REF!,35,80,20,,80,2,,/,/,100,,4,max: 2,120,,,,/,4,5,,,,,solid; extinguishable,,,unaimed;forceStun;indirectFire; noModifierBonus,,,onHit: None,,,,,,
TAC_Cannon_Strafe,base,FleetDLC,/,/,,,1,,/,,,Laser_Green_Flash,,,Bullet_Impact_Hard,Bullet_Impact_Hard,Bullet_Impact_Hard,Bullet_Impact_Hard,,#VALUE!,#VALUE!,/,/,/,,/,/,,/,/,40,,4,/,/,,,,/,3.5,5,,,,,solid; extinguishable,,,unaimed;constantFireRate;noModifierBonus;spreadFire,,,,,,,timeline: tac_strafe_cannons; rotation: 45; swapRotationAfterShot: true,,
TAC_Cannon_Projectile,base,FleetDLC,/,Tracer,,,1.5,,Autocannon_V2,,,/,,,,Bullet_Impact_Dust_Heavy,Bullet_Impact_Dust_Heavy,Water_Splash_Large,,35,#REF!,35,80,20,,80,2,,/,/,100,,4,max: 2,120,,,,/,4,5,,,,,solid; extinguishable,,,unaimed;forceStun;indirectFire;noModifierBonus,,,onHit: None,,,,,,
TAC_Strike_Laser,base,FleetDLC,/,/,,,1,/,,,,Laser_Pointer_Green,,,,,,Water_Splash_Tiny,,#VALUE!,#VALUE!,/,/,,,,,,/,/,200,,/,/,/,,,/,/,1,/,,,,,solid; extinguishable,,,indirectFire;stealthFire,,,,,,,,,
Hover_Missile_Launcher_Burst,base,FleetDLC,/,Hover_Missile,,,1,,Missile_V2,,,,,,,Rocket_APHE,,Water_Splash_Small,,80,#REF!,80,60,40,,30,3,,4,0.3,65,,15,max: 2,30,,,,/,3.9,20,,,,200,solid; extinguishable,armored,,indirectFire,,,,,,,,,
Ammo_Drop_Crate_Projectile,base,FleetDLC,/,Drop_Crate,,Ammo_Drop_Crate,1,/,Mortar_Mech,,,/,,,,Ammo_Drop_Crate_Impact,,Water_Splash_Small,,200,#REF!,200,60,,,/,2,,/,/,20,,/,/,30,,,/,/,0,40,,,,,,,,indirectFire;friendlyFire,,,onHit: None,,,,,,
Ammo_Drop_Crate_Explosion,base,FleetDLC,/,/,,,1,,,,,/,,,,Demolition_Explosion,,,,64,#REF!,80,50,30,,,4,,/,/,/,,,,,,,,/,0,50,,,,,solid; extinguishable,,,friendlyFire;noModifierBonus;noBlastReduction,,,,,,,,,
Ammo_Drop_Crate_Burst,base,FleetDLC,/,/,,,1,,Frag_Mine,,,/,,,,Frag_Mine_Explosion,,,,50,667,30,30,10,,30,7,,10,0.3,30,,,,,,,,/,3.7,10,,,,,solid; extinguishable,,,unaimed;indirectFire;detonateOnSource;noModifierBonus;friendlyFire;noBlastReduction,,,,,,,,,
Support_Drop_Crate_Projectile,base,FleetDLC,/,Drop_Crate,,Support_Drop_Crate,1,/,Mortar_Mech,,,/,,,,Ammo_Drop_Crate_Impact,,Water_Splash_Small,,200,#REF!,200,60,,,/,2,,/,/,20,,/,/,30,,,/,/,0,40,,,,,,,,indirectFire;friendlyFire,,,onHit: None,,,,,,
Loitering_Munition_Shot,base,FleetDLC,/,/,,,,,,,,Firehopper_Kamikaze_Explosion,,,,,,/,,120,#REF!,120,60,,,/,2,,/,/,/,,/,,,,,/,/,1,/,,,,,extinguishable,,,onFireKillUnit,,,,,,,,,
Cruiser_Missile,base,FleetDLC,/,Orbital_Missile,,,1,,Missile,,,,,,Fireball,Fireball,,Water_Splash_Large,,,,200,40,,,100,6,,/,/,20,,/,max: 8,70,,,,/,2,70,,,,,solid; extinguishable,,,unaimed;noModifierBonus,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// TEST WEAPONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/,,,,,,,,,,,,,,,,,,,,,,,,,
Test_Weapon_NoReload,base,,/,Invisible,,,1,3,,,,,,,,,,/,,30,#REF!,30,70,50,,10,,,7,0.2,30,20,,,100,,,/,/,1.2,/,,,,,structure; solid; inanimate; extinguishable; radiationImmune,,scorching,burstEffect; StopBurstEffectManually; friendlyFire,,,onHit: PassThroughDamage,,,,,,
Test_Weapon_FiringArc_Turret,base,,,Shell_Tracer,,,0.09,,Longsword_Attack,,,Recoilless_Rifle_Shot,,,Rifle_Grenade_Explosion,Rifle_Grenade_Explosion,,Water_Splash_Tiny,,,,150,80,10,,20,,,,,40,8,,,80,,,0.2,,1.7,5,turret,fovweighted,,,solid; extinguishable,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camera_Extinguisher,base,,Camera,/,,,2,,,,,,,,,,,,,,,1,/,,,,,,5,0.1,12,,,,,,,0.5,/,0.9,/,,,,,all,extinguishable,hidden,indirectFire;stealthFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// PROTOTYPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native_Rifle,,UnitPrototyping,Morita_MkI,Tracer,Tracer,,1,,Rifle,,,Muzzle_Flash_Single,,,,Bullet_Impact_Dust,Bullet_Impact_Hard,Water_Splash_Tiny,,,,15,20,,6,,,,/,/,45,10,,max: 2,100,,,0.3,/,2.3,/,,,,,solid; extinguishable,,,spreadFire,,,,,,,,,
Beacon_Pod,,UnitPrototyping,/,Sensor_Flare,,Radio_Dropzone,1,/,Rifle_Grenade,,,Grenade_Launcher,,,,Sensor_Activate,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,,,/,/,,/,/,20,,/,/,20,,,,/,2.6,/,,,,,,,,indirectFire,,,onHit: None,,,,,,
Spike,,UnitPrototyping,/,/,,Spike_Shock,1,,,,,/,,,,Spiker_Burst,,,,,,50,30,,,,1,,/,/,30,,1,max: 0 4,,,,,/,0.5,/,,,,,solid; extinguishable,,,unaimed;indirectFire;noBlastReduction,,,,,,,,,
Spike_Shock,,UnitPrototyping,/,/,,,1,,,,,/,,,,,,,,,,/,/,,,70,4,,/,/,/,,,,,,,,/,0,/,,,,,solid; extinguishable,,hidden,,,,,,,,,,
Turret_Plasma,,UnitPrototyping,/,Small_Plasma,,Grenadier_Plasma_Shock,1,,ATT_GRENDR,,,Plasma_Burst_Small,,,Plasma_Explosion_Small,Plasma_Explosion_Small,,Water_Splash_Large,,10,#REF!,50,20,,,,2,,5,0.01,50,,,max: 8,40,,,1.5,3,5.54,50,,,,,extinguishable,,,friendlyFire;spreadFire;indirectFire;unaimed,,,onHit: None,,,,,,
Turret_Plasma_Accurate,,UnitPrototyping,/,Small_Plasma,,Grenadier_Plasma_Shock,1,,ATT_GRENDR,,,Plasma_Burst_Small,,,Plasma_Explosion_Small,Plasma_Explosion_Small,,Water_Splash_Large,,6,#REF!,30,20,,,,2,,/,/,50,,,max: 2,40,,,,/,0,50,,,,,extinguishable,,,friendlyFire;spreadFire;indirectFire;unaimed,,,onHit: None,,,,,,
Worm_Attack,,UnitPrototyping,/,/,,Worm_Shock,1,,,,,/,,,Spiker_Burst,,,,,,,100,60,,,,6,,/,/,2,,,,,,,3,5,8,/,,,,,solid; extinguishable,,,unaimed;indirectFire;noBlastReduction,,,,,,,,,
Worm_Shock,,UnitPrototyping,/,/,,,1,,,,,/,,,,,,,,,,/,/,,,70,4,,/,/,/,,,,,,,,/,0,/,,,,,solid; extinguishable,,hidden,,,,,,,,,,
Artillery_Shell,,UnitPrototyping,/,Mortar,,,0.075,,M11_Mortar,,,M11_Mortar,,,,M11_Mortar_Explosion,,Water_Splash_Small,,80,#REF!,200,30,30,,50,2,,/,/,130,,30,max: 2,100,,,1.2,1,3.2,50,turret,fovweighted,,,solid; extinguishable,,,indirectFire;noModifierBonus,,,onHit: None,,,,,,
Tesla_Shot,,UnitPrototyping,/,Tesla_Shot,,,1,3,burstStart: Electro_Shock,,,E-Pulse_Flash,,,,,,,,12,#REF!,15,50,10,,20,1,,4,0.2,18,,,max: 4,120,,,0.5,0.5,4.1,/,,,,,extinguishable,,scorching,burstEffect;spreadFire;noBlastReduction,,,,,,,,,
Tesla_Charging,,UnitPrototyping,/,Tesla_Shot,,,1,3,burstStart: Electro_Shock,,,E-Pulse_Flash,,,,,,,,#VALUE!,#VALUE!,/,/,,,/,/,,/,/,18,,,max: 2,120,,,0.5,0.5,3.5,/,,,,,extinguishable,,scorching,burstEffect;spreadFire;noBlastReduction,,,,,,,,,
Tesla_Shock,,UnitPrototyping,/,/,,,,,,,,,,,,,,,,,,/,/,,,10,3,,/,/,/,,,/,/,,,,/,0,/,,,,,solid; massive; extinguishable,,,,,,,,,,,,
E-Bomber_Shot_Far,,UnitPrototyping,/,E-Bomb,,E-Bomber_Shock,1,/,Chemical_Shot,,,Grenade_Launcher,,,,Plasma_Scorpion_Explosion,,Water_Splash_Small,,80,#REF!,80,80,40,,30,2,0.5,/,/,25,,,max: 3,40,,,0.2,0.5,5.2,5,,,,,solid; extinguishable,,hidden,forceStun;longStun;noModifierBonus;spreadFire,,,onHit: None,,,,,,
E-Bomber_Shot_Close,,UnitPrototyping,/,E-Bomb,,,1,/,Chemical_Shot,,,Grenade_Launcher,,,Autocannon_Hit,Autocannon_Hit,,Water_Splash_Small,,16,#REF!,40,30,10,,/,/,/,/,/,12,,,max: 2,40,,,0.2,0.5,1.2,5,,,,,solid; extinguishable,,hidden,noModifierBonus;spreadFire,,,,,,,,,
E-Bomber_Shock,,UnitPrototyping,/,/,,,,,,,,,,,,/,,,,,,/,/,,,200,4,,/,/,/,,,/,/,,,,/,0,/,,,,,solid; massive; extinguishable,,,,,,,,,,,,
Ramping_Laser,,UnitPrototyping,/,Plasma_Beam,,,1,3,,,,E-Pulse_Flash,,,,,,Water_Splash_Tiny,,30,#REF!,30,80,,,20,/,,5,0.2,45,2,/,/,200,,,,/,1,/,turret,fovweighted,,,solid; extinguishable,,scorching,forceStun,,,,,,,,,
Nightstick_Melee,,UnitPrototyping,/,/,,,,,,,,,,,,Electric_Sparks,,/,,35,#REF!,35,70,30,,110,1,,/,0.2,/,,/,,,,,0.5,0.5,1,/,,,,,solid; extinguishable,,hidden,forceStun,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Container_Impact,,UnitPrototyping,/,/,,,1,,Frag_Mine,,,/,,,,Container_Impact,,,,50,#REF!,50,60,,,5,7,,/,0.5,30,,,,,,,,/,1,10,,,,,solid; extinguishable,,,unaimed;indirectFire;detonateOnSource;noModifierBonus;noBlastReduction,,,,,,,,,
Bug_Cage_Impact,,UnitPrototyping,/,/,,,1,,Frag_Mine,,,/,,,,Bug_Cage_Impact,,,,50,#REF!,50,60,,,5,7,,/,0.5,30,,,,,,,,/,1,10,,,,,solid; extinguishable,,,unaimed;indirectFire;detonateOnSource;noModifierBonus;noBlastReduction,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-Pulse_88,,UnitPrototyping,/,E-Pulse,E-Pulse,,1,/,E-Pulse,,,E-Pulse_Flash,,,E-Pulse_Hit,Bullet_Impact_Dust,Bullet_Impact_Hard,Water_Splash_Tiny,,10,#REF!,10,70,,3,/,,,3,0.2,30,4,/,max: 10; air: 20,120,,,/,/,0.6,/,,,,,solid; extinguishable,,,spreadFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electro-Shocker_Shot,,UnitPrototyping,/,/,,,1,,,,,Electro_Shock,,,,,,,,,,5,/,,,70,10,,/,/,5,,,,,,,,/,1.2,/,,,,,solid; extinguishable,,scorching,ignoreArmor;unaimed;friendlyFire;noModifierBonus;detonateOnSource,,attacksToOverheat: 5; cooldownTime: 10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Immulator_Bug_Suicide,lava,,/,/,,,,,,,,,,,,,,/,,#VALUE!,#VALUE!,/,/,/,,/,/,,/,/,/,,/,,,,,/,1,1,/,,,,,extinguishable,,,onFireKillUnit,,,,,,,,,
Immulator_Bug_Timer,lava,,/,Burster_Spit,/,,1,/,Burster_Attack_01,,Burster_Wind_Up,,,Spit_Impact,,Burster_Shot_Explosion,,Water_Splash_Small,,200,#REF!,200,100,20,,/,6,2,/,/,/,,/,max: 0.5,20,,,/,0.5,4,20,,,,,solid; extinguishable,,,friendlyFire;indirectFire;forceStun;longStun,,,onHit: None,,,,,,
P_Spaker_Explode,,UnitPrototyping,/,Burster_Spit,Needler_Shot,,1,/,Burster_Attack_01,,Burster_Wind_Up,,,Spit_Impact,,Burster_Shot_Explosion,,Water_Splash_Small,,100,#REF!,100,100,20,10,/,6,1,/,0.5,/,,7,max: 0.5,20,,,1.5,0.5,5.5,20,,,,,solid; extinguishable,,,friendlyFire;indirectFire;forceStun;longStun,,,onHit: None,,,,,,
